transaction_id,datetime,store_id,product_id,quantity,unit_price,payment_type
T2-50,2025-08-23T14:14:36,S004,P0006,1,99.34,card
T2-51,2025-08-23T16:35:41,S006,P0126,3,125.7,online
T2-52,2025-08-23T13:05:32,S009,P0052,2,119.37,cash
T2-53,2025-08-23T15:37:12,S001,P0096,1,32.02,online
T2-54,2025-08-23T14:42:25,S005,P0084,4,88.43,card
T2-55,2025-08-23T11:06:35,S010,P0179,4,25.2,online
T2-56,2025-08-23T12:26:32,S006,P0078,3,117.28,card
T2-57,2025-08-23T10:56:39,S001,P0044,1,99.36,cash
T2-58,2025-08-23T14:17:23,S003,P0144,3,1.24,card
T2-59,2025-08-23T10:31:11,S005,P0115,1,62.08,online
T2-60,2025-08-23T17:06:50,S006,P0153,4,187.04,card
T2-61,2025-08-23T19:16:08,S005,P0057,3,193.35,card
T2-62,2025-08-23T18:40:56,S006,P0046,2,108.73,card
T2-63,2025-08-23T20:51:09,S006,P0161,1,119.26,cash
T2-64,2025-08-23T11:05:25,S007,P0179,1,176.15,online
T2-65,2025-08-23T15:53:37,S001,P0139,5,174.82,cash
T2-66,2025-08-23T19:39:19,S008,P0071,5,47.21,online
T2-67,2025-08-23T09:32:32,S003,P0043,2,100.82,cash
T2-68,2025-08-23T19:24:04,S010,P0044,5,36.1,online
T2-69,2025-08-23T14:26:19,S002,P0137,4,177.27,online
T2-70,2025-08-23T13:29:05,S003,P0065,2,195.33,online
T2-71,2025-08-23T20:56:13,S007,P0013,5,80.72,cash
T2-72,2025-08-23T18:06:09,S006,P0091,5,20.16,online
T2-73,2025-08-23T15:55:51,S004,P0117,5,10.95,card
T2-74,2025-08-23T17:16:38,S007,P0059,3,11.52,card
T2-75,2025-08-23T10:47:37,S003,P0106,2,61.34,online
T2-76,2025-08-23T15:44:07,S002,P0068,1,103.54,card
T2-77,2025-08-23T17:37:24,S002,P0042,2,166.16,cash
T2-78,2025-08-23T15:32:38,S002,P0010,5,109.15,online
T2-79,2025-08-23T10:05:27,S006,P0152,5,137.41,online
T2-80,2025-08-23T14:46:38,S006,P0053,1,88.39,card
T2-81,2025-08-23T15:09:02,S003,P0092,1,33.22,card
T2-82,2025-08-23T17:00:53,S004,P0134,4,76.43,card
T2-83,2025-08-23T16:53:22,S010,P0004,5,182.78,online
T2-84,2025-08-23T12:09:06,S008,P0058,3,141.26,cash
T2-85,2025-08-23T15:57:01,S003,P0184,5,106.4,card
T2-86,2025-08-23T13:07:21,S008,P0060,2,151.81,card
T2-87,2025-08-23T14:19:55,S009,P0131,4,162.91,cash
T2-88,2025-08-23T16:20:55,S004,P0043,2,69.0,card
T2-89,2025-08-23T18:07:53,S003,P0152,3,69.83,cash
T2-90,2025-08-23T19:12:29,S007,P0138,2,47.67,card
T2-91,2025-08-23T11:40:34,S008,P0113,1,44.81,card
T2-92,2025-08-23T13:20:13,S010,P0109,3,93.38,online
T2-93,2025-08-23T17:37:03,S006,P0125,1,61.56,online
T2-94,2025-08-23T11:25:47,S006,P0149,1,126.29,card
T2-95,2025-08-23T11:14:35,S004,P0060,4,149.96,card
T2-96,2025-08-23T18:27:54,S004,P0161,1,183.81,cash
T2-97,2025-08-23T09:24:42,S004,P0031,4,148.5,cash
T2-98,2025-08-23T12:33:47,S004,P0021,2,178.96,cash
T2-99,2025-08-23T11:20:20,S005,P0111,1,56.58,card
T2-100,2025-08-23T11:37:08,S003,P0093,1,92.77,card
T2-101,2025-08-23T17:16:16,S003,P0136,1,155.02,online
T2-102,2025-08-23T10:08:41,S009,P0072,4,132.65,online
T2-103,2025-08-23T14:41:38,S005,P0096,4,171.06,online
T2-104,2025-08-23T15:54:53,S009,P0029,5,154.89,cash
T2-105,2025-08-23T09:03:19,S008,P0095,2,1.74,card
T2-106,2025-08-23T18:45:01,S002,P0066,5,43.35,card
T2-107,2025-08-23T18:37:39,S002,P0147,3,74.77,online
T2-108,2025-08-23T15:25:14,S009,P0163,5,33.42,cash
T2-109,2025-08-23T16:01:19,S004,P0116,3,13.28,online
T2-110,2025-08-23T10:07:08,S002,P0025,1,3.61,cash
T2-111,2025-08-23T14:27:07,S009,P0176,5,86.2,card
T2-112,2025-08-23T09:01:03,S005,P0109,2,177.43,card
T2-113,2025-08-23T17:59:41,S008,P0176,1,180.34,cash
T2-114,2025-08-23T17:00:33,S009,P0034,3,39.21,cash
T2-115,2025-08-23T09:35:13,S007,P0174,1,148.23,online
T2-116,2025-08-23T16:52:46,S008,P0090,1,81.58,online
T2-117,2025-08-23T16:02:21,S009,P0120,1,108.88,cash
T2-118,2025-08-23T12:23:01,S002,P0022,2,105.89,online
T2-119,2025-08-23T18:55:44,S006,P0079,2,118.42,online
T2-120,2025-08-23T19:19:53,S009,P0006,5,37.65,online
T2-121,2025-08-23T17:03:43,S009,P0014,2,197.22,online
T2-122,2025-08-23T17:08:49,S010,P0100,2,137.68,cash
T2-123,2025-08-23T19:58:10,S010,P0157,2,142.26,cash
T2-124,2025-08-23T10:22:54,S002,P0055,3,7.02,online
T2-125,2025-08-23T11:06:11,S007,P0008,3,27.56,online
T2-126,2025-08-23T13:31:29,S010,P0134,3,114.29,online
T2-127,2025-08-23T17:58:31,S010,P0123,4,197.03,cash
T2-128,2025-08-23T10:54:59,S002,P0069,5,190.96,online
T2-129,2025-08-23T11:38:17,S003,P0143,3,184.3,card
T2-130,2025-08-23T09:17:03,S009,P0012,3,181.24,cash
T2-131,2025-08-23T17:16:41,S004,P0164,5,40.69,cash
T2-132,2025-08-23T17:44:16,S003,P0039,3,125.78,cash
T2-133,2025-08-23T09:24:21,S009,P0136,5,153.22,online
T2-134,2025-08-23T19:22:53,S004,P0108,2,192.02,cash
T2-135,2025-08-23T12:30:02,S001,P0132,2,7.78,card
T2-136,2025-08-23T18:35:56,S008,P0063,3,133.63,cash
T2-137,2025-08-23T18:21:13,S004,P0175,4,20.49,cash
T2-138,2025-08-23T20:52:32,S002,P0057,2,109.36,card
T2-139,2025-08-23T19:32:42,S008,P0035,4,64.02,online
T2-140,2025-08-23T17:59:41,S008,P0050,1,152.1,cash
T2-141,2025-08-23T11:02:21,S008,P0172,5,52.91,online
T2-142,2025-08-23T09:38:22,S008,P0062,3,36.68,cash
T2-143,2025-08-23T16:19:07,S006,P0071,3,151.31,cash
T2-144,2025-08-23T15:31:37,S007,P0191,5,13.19,card
T2-145,2025-08-23T15:02:50,S007,P0103,5,84.76,cash
T2-146,2025-08-23T19:41:15,S006,P0065,5,99.22,online
T2-147,2025-08-23T20:38:10,S007,P0140,1,56.08,online
T2-148,2025-08-23T16:36:22,S003,P0037,3,95.03,card
T2-149,2025-08-23T19:18:13,S006,P0078,1,179.71,card
T2-150,2025-08-23T17:40:50,S010,P0186,1,26.07,card
T2-151,2025-08-23T18:05:34,S009,P0014,4,2.12,card
T2-152,2025-08-23T15:17:07,S007,P0037,3,194.16,online
T2-153,2025-08-23T12:04:50,S007,P0175,2,169.56,card
T2-154,2025-08-23T12:40:33,S008,P0018,1,102.09,cash
T2-155,2025-08-23T15:15:58,S009,P0114,3,41.92,online
T2-156,2025-08-23T11:23:25,S001,P0137,4,18.7,online
T2-157,2025-08-23T11:02:18,S001,P0054,1,54.1,online
T2-158,2025-08-23T16:18:05,S007,P0199,4,118.89,online
T2-159,2025-08-23T15:54:30,S009,P0058,5,79.17,card
T2-160,2025-08-23T18:19:29,S002,P0120,1,125.61,cash
T2-161,2025-08-23T17:57:42,S004,P0146,1,43.81,online
T2-162,2025-08-23T10:15:44,S003,P0143,1,190.3,online
T2-163,2025-08-23T10:14:11,S003,P0003,4,3.9,card
T2-164,2025-08-23T19:50:51,S003,P0016,1,145.35,online
T2-165,2025-08-23T20:46:21,S007,P0189,4,78.78,cash
T2-166,2025-08-23T13:35:59,S001,P0172,2,37.3,card
T2-167,2025-08-23T11:12:56,S009,P0081,4,34.62,cash
T2-168,2025-08-23T15:40:35,S002,P0087,4,179.49,online
T2-169,2025-08-23T14:43:18,S002,P0115,4,5.34,card
T2-170,2025-08-23T16:18:57,S009,P0180,3,13.0,online
T2-171,2025-08-23T16:59:58,S002,P0132,4,105.12,cash
T2-172,2025-08-23T16:09:20,S001,P0136,4,9.88,online
T2-173,2025-08-23T18:35:15,S003,P0166,5,135.82,card
T2-174,2025-08-23T18:35:17,S001,P0063,1,163.61,online
T2-175,2025-08-23T14:54:08,S010,P0125,3,75.33,cash
T2-176,2025-08-23T10:33:52,S010,P0099,4,157.06,cash
T2-177,2025-08-23T09:44:50,S004,P0037,2,35.92,cash
T2-178,2025-08-23T11:47:58,S005,P0001,3,154.69,online
T2-179,2025-08-23T14:47:16,S008,P0023,4,12.52,cash
T2-180,2025-08-23T20:43:39,S003,P0159,4,97.35,online
T2-181,2025-08-23T20:28:01,S002,P0112,2,6.52,card
T2-182,2025-08-23T11:45:04,S008,P0127,1,172.21,online
T2-183,2025-08-23T19:46:03,S003,P0035,2,150.31,card
T2-184,2025-08-23T09:11:18,S009,P0025,2,44.9,online
T2-185,2025-08-23T10:18:36,S007,P0009,1,147.44,online
T2-186,2025-08-23T20:25:43,S001,P0109,4,168.0,cash
T2-187,2025-08-23T09:51:10,S002,P0067,4,57.34,card
T2-188,2025-08-23T17:39:44,S003,P0116,2,97.89,cash
T2-189,2025-08-23T11:15:00,S008,P0149,4,113.66,card
T2-190,2025-08-23T19:40:04,S007,P0102,1,21.51,online
T2-191,2025-08-23T16:18:34,S006,P0042,5,132.87,cash
T2-192,2025-08-23T12:09:21,S001,P0015,1,16.93,online
T2-193,2025-08-23T09:56:44,S005,P0193,1,165.32,cash
T2-194,2025-08-23T20:55:10,S007,P0081,5,124.2,card
T2-195,2025-08-23T17:06:22,S009,P0150,4,165.88,online
T2-196,2025-08-23T15:14:17,S007,P0165,4,49.93,card
T2-197,2025-08-23T12:17:54,S004,P0102,2,179.3,online
T2-198,2025-08-23T19:11:59,S007,P0178,3,64.19,card
T2-199,2025-08-23T20:48:54,S002,P0014,1,30.94,card
T2-200,2025-08-23T10:07:43,S003,P0005,5,105.11,online
T2-201,2025-08-23T17:09:05,S002,P0143,5,156.58,cash
T2-202,2025-08-23T13:59:05,S002,P0017,2,125.9,card
T2-203,2025-08-23T14:17:47,S009,P0002,5,192.93,cash
T2-204,2025-08-23T19:01:07,S010,P0002,1,132.8,cash
T2-205,2025-08-23T10:53:56,S006,P0158,1,62.96,online
T2-206,2025-08-23T17:12:14,S009,P0126,4,43.05,card
T2-207,2025-08-23T10:27:58,S010,P0177,1,95.66,cash
T2-208,2025-08-23T18:54:45,S004,P0040,3,183.69,cash
T2-209,2025-08-23T13:28:40,S009,P0155,3,111.32,cash
T2-210,2025-08-23T13:19:50,S003,P0012,4,34.42,card
T2-211,2025-08-23T14:14:50,S003,P0015,4,118.37,cash
T2-212,2025-08-23T17:04:27,S004,P0103,4,170.38,online
T2-213,2025-08-23T13:33:27,S004,P0069,2,152.58,online
T2-214,2025-08-23T11:08:25,S009,P0167,3,193.4,cash
T2-215,2025-08-23T19:07:24,S002,P0095,1,166.76,cash
T2-216,2025-08-23T19:18:33,S009,P0103,5,59.0,cash
T2-217,2025-08-23T14:54:33,S003,P0053,4,160.78,cash
T2-218,2025-08-23T19:51:48,S007,P0041,5,101.56,cash
T2-219,2025-08-23T11:05:17,S008,P0091,3,6.71,card
T2-220,2025-08-23T12:15:21,S002,P0065,1,131.2,card
T2-221,2025-08-23T11:04:34,S003,P0050,3,165.08,online
T2-222,2025-08-23T16:48:36,S005,P0071,2,11.07,card
T2-223,2025-08-23T12:00:05,S005,P0097,5,23.2,card
T2-224,2025-08-23T12:06:25,S003,P0033,1,120.23,cash
T2-225,2025-08-23T13:15:28,S007,P0184,5,180.68,online
T2-226,2025-08-23T18:35:46,S008,P0064,1,6.23,online
T2-227,2025-08-23T11:36:16,S005,P0121,1,130.97,online
T2-228,2025-08-23T09:20:31,S004,P0070,4,137.72,cash
T2-229,2025-08-23T19:23:28,S002,P0040,3,118.75,online
T2-230,2025-08-23T14:46:51,S001,P0152,4,148.34,card
T2-231,2025-08-23T15:00:51,S002,P0049,1,76.73,online
T2-232,2025-08-23T14:59:54,S007,P0067,1,12.62,card
T2-233,2025-08-23T09:02:59,S008,P0108,1,105.56,cash
T2-234,2025-08-23T16:51:18,S001,P0149,2,126.94,cash
T2-235,2025-08-23T20:04:40,S007,P0082,3,37.93,online
T2-236,2025-08-23T14:45:42,S006,P0127,3,106.78,cash
T2-237,2025-08-23T19:54:37,S003,P0086,5,128.72,online
T2-238,2025-08-23T11:57:58,S001,P0152,3,10.48,online
T2-239,2025-08-23T18:44:25,S005,P0073,2,17.81,online
T2-240,2025-08-23T14:34:36,S007,P0191,1,37.94,card
T2-241,2025-08-23T20:45:50,S009,P0184,3,77.97,online
T2-242,2025-08-23T16:18:34,S005,P0145,4,177.04,online
T2-243,2025-08-23T10:34:48,S009,P0117,5,64.7,online
T2-244,2025-08-23T13:55:21,S005,P0076,3,27.53,card
T2-245,2025-08-23T13:46:36,S002,P0172,5,152.15,online
T2-246,2025-08-23T13:45:35,S010,P0075,5,126.39,cash
T2-247,2025-08-23T14:05:35,S008,P0004,3,151.46,cash
T2-248,2025-08-23T12:26:10,S009,P0037,3,144.54,card
T2-249,2025-08-23T10:08:53,S008,P0121,4,74.88,cash
T2-250,2025-08-23T09:37:18,S009,P0044,3,176.92,card
T2-251,2025-08-23T09:16:10,S007,P0095,1,186.86,cash
T2-252,2025-08-23T16:40:13,S001,P0174,1,105.15,online
T2-253,2025-08-23T16:58:11,S006,P0143,1,28.4,online
T2-254,2025-08-23T13:47:48,S007,P0170,5,182.36,card
T2-255,2025-08-23T18:48:40,S006,P0057,2,188.84,online
T2-256,2025-08-23T15:43:31,S004,P0094,3,3.79,online
T2-257,2025-08-23T09:54:46,S008,P0192,5,179.3,cash
T2-258,2025-08-23T14:34:08,S009,P0044,4,25.6,cash
T2-259,2025-08-23T11:36:51,S004,P0029,2,90.4,online
T2-260,2025-08-23T20:08:39,S006,P0024,5,68.61,card
T2-261,2025-08-23T14:01:38,S008,P0165,5,21.22,online
T2-262,2025-08-23T12:12:37,S001,P0145,1,121.2,card
T2-263,2025-08-23T18:36:26,S010,P0160,5,136.19,online
T2-264,2025-08-23T14:30:45,S001,P0180,1,52.95,card
T2-265,2025-08-23T10:17:41,S007,P0187,2,6.2,online
T2-266,2025-08-23T18:09:09,S003,P0016,1,125.33,online
T2-267,2025-08-23T14:23:21,S006,P0174,3,35.49,cash
T2-268,2025-08-23T12:43:29,S007,P0194,4,175.64,cash
T2-269,2025-08-23T09:42:20,S005,P0148,2,72.31,online
T2-270,2025-08-23T17:02:18,S003,P0058,3,37.59,online
T2-271,2025-08-23T13:21:16,S005,P0124,2,7.06,cash
T2-272,2025-08-23T19:38:13,S010,P0115,4,189.8,cash
T2-273,2025-08-23T13:19:06,S001,P0131,5,117.25,cash
T2-274,2025-08-23T14:30:35,S006,P0004,2,26.19,online
T2-275,2025-08-23T13:17:50,S006,P0141,5,171.55,cash
T2-276,2025-08-23T16:48:36,S006,P0042,1,103.57,online
T2-277,2025-08-23T14:53:19,S002,P0143,1,139.18,online
T2-278,2025-08-23T13:15:36,S002,P0131,2,188.04,cash
T2-279,2025-08-23T09:43:07,S006,P0066,1,78.05,cash
T2-280,2025-08-23T13:13:16,S007,P0087,3,163.34,card
T2-281,2025-08-23T15:15:51,S006,P0194,3,161.87,card
T2-282,2025-08-23T10:51:47,S009,P0134,5,70.35,online
T2-283,2025-08-23T20:34:08,S009,P0175,3,180.42,online
T2-284,2025-08-23T12:45:40,S002,P0172,5,150.95,card
T2-285,2025-08-23T10:54:18,S001,P0155,5,184.49,online
T2-286,2025-08-23T09:27:04,S005,P0001,2,77.65,online
T2-287,2025-08-23T09:56:00,S006,P0148,4,73.06,card
T2-288,2025-08-23T09:01:18,S004,P0159,2,44.0,card
T2-289,2025-08-23T09:33:19,S005,P0167,1,115.05,card
T2-290,2025-08-23T18:20:06,S003,P0148,4,115.46,card
T2-291,2025-08-23T18:12:24,S008,P0110,1,143.78,online
T2-292,2025-08-23T20:46:03,S004,P0048,1,94.88,cash
T2-293,2025-08-23T09:35:18,S010,P0187,1,5.57,cash
T2-294,2025-08-23T11:22:08,S009,P0143,5,194.31,card
T2-295,2025-08-23T13:10:33,S003,P0124,3,168.42,online
T2-296,2025-08-23T16:09:49,S007,P0113,5,130.33,cash
T2-297,2025-08-23T20:32:48,S010,P0155,4,175.52,cash
T2-298,2025-08-23T09:40:09,S009,P0193,5,119.07,card
T2-299,2025-08-23T15:20:49,S007,P0091,1,59.6,cash
T2-300,2025-08-23T10:45:42,S007,P0127,4,176.96,online
T2-301,2025-08-23T13:46:12,S001,P0041,5,61.93,card
T2-302,2025-08-23T16:12:04,S003,P0035,3,83.85,card
T2-303,2025-08-23T20:31:36,S009,P0033,1,54.15,online
T2-304,2025-08-23T18:14:34,S002,P0194,5,35.92,cash
T2-305,2025-08-23T18:49:07,S009,P0071,4,83.04,card
T2-306,2025-08-23T15:40:55,S010,P0141,4,118.24,cash
T2-307,2025-08-23T15:15:33,S007,P0047,5,147.44,cash
T2-308,2025-08-23T13:49:22,S005,P0058,2,85.77,cash
T2-309,2025-08-23T09:53:58,S006,P0200,1,21.64,card
T2-310,2025-08-23T14:47:16,S003,P0175,5,77.57,cash
T2-311,2025-08-23T11:45:44,S003,P0028,4,65.27,card
T2-312,2025-08-23T15:37:57,S009,P0057,1,56.94,online
T2-313,2025-08-23T16:22:50,S009,P0027,3,82.59,card
T2-314,2025-08-23T15:07:06,S009,P0185,2,172.04,online
T2-315,2025-08-23T11:10:54,S002,P0003,4,116.8,online
T2-316,2025-08-23T10:02:08,S010,P0063,4,67.73,card
T2-317,2025-08-23T11:48:34,S007,P0072,1,11.48,card
T2-318,2025-08-23T11:43:27,S001,P0141,4,146.15,card
T2-319,2025-08-23T17:08:01,S001,P0188,5,70.87,card
T2-320,2025-08-23T13:32:44,S009,P0031,5,121.31,cash
T2-321,2025-08-23T14:36:11,S007,P0019,1,34.57,online
T2-322,2025-08-23T10:47:17,S007,P0143,4,141.68,online
T2-323,2025-08-23T12:02:33,S005,P0054,4,198.51,card
T2-324,2025-08-23T13:09:11,S008,P0138,2,52.7,cash
T2-325,2025-08-23T16:52:36,S006,P0030,4,120.41,online
T2-326,2025-08-23T17:36:10,S006,P0120,5,19.6,cash
T2-327,2025-08-23T09:55:08,S008,P0042,5,112.43,card
T2-328,2025-08-23T10:43:23,S008,P0193,3,151.07,cash
T2-329,2025-08-23T09:20:42,S008,P0048,2,101.29,online
T2-330,2025-08-23T11:53:49,S008,P0027,3,183.18,online
T2-331,2025-08-23T18:26:27,S003,P0096,2,146.18,card
T2-332,2025-08-23T10:24:52,S002,P0014,1,146.27,online
T2-333,2025-08-23T18:12:50,S006,P0106,4,131.86,online
T2-334,2025-08-23T14:24:41,S005,P0053,3,184.86,card
T2-335,2025-08-23T19:55:34,S002,P0062,4,121.51,card
T2-336,2025-08-23T14:13:56,S009,P0185,3,43.79,cash
T2-337,2025-08-23T18:11:52,S010,P0034,1,56.05,cash
T2-338,2025-08-23T18:37:17,S001,P0032,1,20.1,card
T2-339,2025-08-23T13:02:11,S009,P0118,5,62.22,online
T2-340,2025-08-23T10:19:42,S005,P0059,1,179.45,card
T2-341,2025-08-23T17:14:35,S002,P0016,2,173.77,cash
T2-342,2025-08-23T15:22:30,S006,P0193,4,73.55,online
T2-343,2025-08-23T20:02:06,S004,P0150,4,91.7,cash
T2-344,2025-08-23T18:45:40,S004,P0130,1,103.34,online
T2-345,2025-08-23T18:40:07,S006,P0178,1,140.14,online
T2-346,2025-08-23T18:16:07,S002,P0022,5,77.14,cash
T2-347,2025-08-23T12:20:33,S002,P0087,1,164.45,card
T2-348,2025-08-23T14:55:53,S007,P0086,5,58.36,card
T2-349,2025-08-23T12:44:23,S004,P0077,2,136.19,card
T2-350,2025-08-23T13:19:06,S010,P0187,5,30.61,cash
T2-351,2025-08-23T12:52:59,S010,P0121,4,199.51,cash
T2-352,2025-08-23T09:11:20,S008,P0181,2,134.91,card
T2-353,2025-08-23T18:40:27,S004,P0055,5,15.37,online
T2-354,2025-08-23T17:52:27,S004,P0036,4,149.39,online
T2-355,2025-08-23T13:19:11,S009,P0119,1,189.07,online
T2-356,2025-08-23T14:20:23,S007,P0138,5,149.08,online
T2-357,2025-08-23T11:29:41,S010,P0143,3,39.19,cash
T2-358,2025-08-23T13:07:29,S001,P0113,3,143.2,cash
T2-359,2025-08-23T20:15:04,S001,P0064,4,120.19,online
T2-360,2025-08-23T19:22:22,S005,P0090,3,138.55,online
T2-361,2025-08-23T13:27:20,S002,P0169,1,9.14,online
T2-362,2025-08-23T14:33:44,S007,P0183,3,176.41,cash
T2-363,2025-08-23T17:49:19,S010,P0020,5,38.21,online
T2-364,2025-08-23T20:11:57,S006,P0077,1,88.06,online
T2-365,2025-08-23T19:35:29,S004,P0101,1,1.74,card
T2-366,2025-08-23T20:17:46,S002,P0127,5,148.49,cash
T2-367,2025-08-23T19:31:12,S009,P0126,4,115.82,online
T2-368,2025-08-23T10:40:48,S007,P0096,4,149.8,online
T2-369,2025-08-23T14:55:00,S006,P0077,2,60.86,online
T2-370,2025-08-23T18:12:18,S009,P0173,5,150.28,cash
T2-371,2025-08-23T12:17:13,S002,P0106,1,185.76,card
T2-372,2025-08-23T19:27:15,S010,P0149,1,53.98,online
T2-373,2025-08-23T15:47:23,S002,P0106,2,149.04,cash
T2-374,2025-08-23T14:37:29,S006,P0169,2,7.59,card
T2-375,2025-08-23T18:58:04,S009,P0145,5,3.42,cash
T2-376,2025-08-23T09:56:11,S007,P0006,1,13.91,card
T2-377,2025-08-23T13:13:26,S006,P0052,1,87.89,cash
T2-378,2025-08-23T14:58:43,S008,P0068,4,134.68,card
T2-379,2025-08-23T10:08:18,S001,P0030,4,75.16,cash
T2-380,2025-08-23T12:36:46,S010,P0039,2,72.82,card
T2-381,2025-08-23T19:26:26,S005,P0161,1,73.06,online
T2-382,2025-08-23T09:51:57,S004,P0173,2,164.72,cash
T2-383,2025-08-23T13:14:13,S004,P0009,2,108.08,online
T2-384,2025-08-23T15:32:24,S003,P0107,3,192.77,cash
T2-385,2025-08-23T15:07:06,S006,P0033,5,162.66,card
T2-386,2025-08-23T12:37:43,S006,P0032,1,78.61,online
T2-387,2025-08-23T11:31:23,S010,P0150,4,68.1,cash
T2-388,2025-08-23T12:31:45,S010,P0129,3,21.27,card
T2-389,2025-08-23T18:03:29,S003,P0083,1,189.61,card
T2-390,2025-08-23T16:46:26,S008,P0070,4,143.99,online
T2-391,2025-08-23T20:32:22,S002,P0167,1,124.6,card
T2-392,2025-08-23T17:28:19,S005,P0012,5,168.48,cash
T2-393,2025-08-23T16:38:05,S003,P0012,1,59.78,online
T2-394,2025-08-23T11:11:07,S002,P0045,3,142.71,card
T2-395,2025-08-23T20:40:56,S009,P0192,4,156.17,cash
T2-396,2025-08-23T18:26:48,S010,P0041,2,151.36,online
T2-397,2025-08-23T19:25:06,S010,P0152,5,150.53,card
T2-398,2025-08-23T18:22:54,S001,P0046,2,199.42,cash
T2-399,2025-08-23T13:02:17,S006,P0189,1,63.34,card
T2-400,2025-08-23T20:55:36,S002,P0149,4,167.23,card
T2-401,2025-08-23T15:54:56,S008,P0084,2,40.17,online
T2-402,2025-08-23T17:27:33,S002,P0041,1,66.27,card
T2-403,2025-08-23T18:43:39,S001,P0028,3,154.38,cash
T2-404,2025-08-23T10:35:42,S003,P0071,5,109.16,online
T2-405,2025-08-23T12:19:57,S005,P0156,2,27.24,card
T2-406,2025-08-23T18:55:18,S010,P0197,4,154.5,cash
T2-407,2025-08-23T19:46:11,S004,P0159,4,5.65,card
T2-408,2025-08-23T12:54:17,S003,P0088,2,66.66,cash
T2-409,2025-08-23T16:59:23,S007,P0140,5,153.22,online
T2-410,2025-08-23T20:11:17,S001,P0099,1,20.71,online
T2-411,2025-08-23T14:11:22,S001,P0042,5,134.9,card
T2-412,2025-08-23T20:42:59,S009,P0178,4,150.86,cash
T2-413,2025-08-23T09:02:54,S008,P0155,3,174.72,card
T2-414,2025-08-23T16:01:41,S001,P0063,5,46.36,online
T2-415,2025-08-23T17:52:28,S005,P0112,1,134.42,cash
T2-416,2025-08-23T17:28:25,S004,P0127,3,160.0,cash
T2-417,2025-08-23T20:56:30,S005,P0067,4,111.89,cash
T2-418,2025-08-23T18:59:27,S002,P0129,1,159.47,online
